144,Think fast. Look alive. Die hard.
145,Sex. Violence. Whatever.
146,There is no escape from the past.
147,Their greatest battle would be for her love.
148,The adventure is back. The fun is back. Willy's back. And this time he's brought his whole family to meet an old friend ... and take on a new challenge.
149,"There is no right or wrong, only fun and boring"
150,Love is an adventure when one of you is sure... and the other is positive.
151,The hottest data on earth. In the coolest head in town.
152,"In the future, one man is the law."
153,For truth. For justice. For five bucks a day.
154,
155,Nick is about to discover the first rule of filmmaking: if at first you don't succeed... PANIC!
156,Trust Nothing Except Your Fear.
157,
158,A wild and sexy adventure!
159,They're not there to shop. They're not there to work. They're just there.
160,The Power Is On!
161,She Can't Speak. She Can't Scream. She Can't Beg For Mercy.
162,Unseen. Unforgiving. Undead.
163,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen."
164,Ready or Not.
165,"Sassy, savvy and definitely clued-in!"
166,"On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth."
167,The most twisted Christmas ever.
168,In the 21st century nobody will be... Safe.
169,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all."
170,Beyond your wildest dreams. Beyond your wildest fantasies.
171,Where there's smoke... there's laughter!
172,"A story about husbands, wives, parents, children and other natural disasters."
173,Our time is up.
174,You know you want it.
175,a film for all the young lovers of the world
176,
177,"If you really believe, magic will find you"
178,Touched by Genius. Cursed by Madness. Blinded by Love.
179,Attitude is everything
180,Last time he rocked the boat. This time the sky's the limit.
181,Sometimes you find your heroes in the most unlikely places
182,
183,A man in search. A woman in need. A story of fate.
184,Beyond the horizon lies the secret to a new beginning.
185,Reality Just Switched Sides
186,The greatest lessons in the life and the ones learned by heart.
187,A moving and poignant story set against the corrupt politics of the Stalinist era.
188,Once You Know The Faces You Will Begin To Understand The Story
189,Can the greatest romance of your life last only one night?
190,Billy is going back to school... Way back.
191,Something about her captures the imagination.
192,"A motion picture that celebrates the art of survival, the gift of laughter and the miracle of friendship."
193,The best cure for a disease is friendship
194,Hideous... hungry... and loose!
195,
196,Just because they serve you doesn't mean they like you.
197,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!
198,Sex Is Power.
199,Taking crime to new heights
200,Fate visits in ways you never expect
201,Prepare yourself for the moment of truth.
202,"Sometimes, an accident can be an unhappy woman's best friend."
203,"What the one doesn't have, the other is missing."
204,
205,"In a world of temptation, obsession is the deadliest desire."
206,"To crack this case, these two cops will have to flash more than their badges."
207,"When it came to making bad movies, Ed Wood was the best."
208,
209,
210,Partners in survival. Friends for life.
211,It's the story of a father who couldn't be closer...to driving his son crazy.
212,He was bought back from the dead... but he didn't come back alone.
213,Unleash your imagination... and come along on a magical journey. Follow him home.
214,Où s'arrête le pouvoir de sa voix?
215,The talking pig who made it big!
216,The original green hero!
217,In a world filled with violence... his only weapon is the truth!
218,An Extraordinary True Story.
219,From a secret world no one could see... came a crime no one could believe.
220,
221,
222,They don't run the fastest. They don't jump the highest. But they sure are getting the last laugh. Heavyweights. They never met a hot dog they didn't like ... until now.
223,He's trapped in a world where killing is an art and revenge is an obsession
224,Think Love.
225,Drink from me and live forever
226,A powerful man torn between his love for one woman and his secret desire for another.
227,
228,Nothing is inconceivable
229,Buried deep in the Florida Everglades is a secret that can save an innocent man or let a killer kill again.
230,Joust Do It.
231,
232,"A long time ago in a galaxy far, far away..."
233,"The story that has lived in our hearts for generations, now comes to the screen for the holidays."
234,Every girl everywhere is a princess.
235,
236,
237,"In Tita's kitchen, ordinary spices become a recipe for passion."
238,After the Fall from Innocence the Legend begins.
239,He's looking for a few good men... or a few guys old enough to shave.
240,Brothers in blood. Partners in crime.
241,Mothers. Warriors. Sisters. Survivors.
242,
243,Who decides what makes a mother?
244,
245,Be Warned.  It's Alive
246,Jack wants to marry Ben's mother. But there are strings attached.
247,
248,You can't get enough of a good thing... But first you have to find it.
249,"If you really believe, anything can happen."
250,Love is great. Marriage is a completely different affair.
251,Three generations of dreams.
252,The trial that brought down Alcatraz
253,In a town where nothing ever happens... everything is about to happen to Sully.
254,Her heart. Her soul. Her language are a mystery...A mystery called Nell
255,The Only Thing That Matters Is The Ride
256,Psychological Terror Beyond Your Wildest Nightmares
257,Sometimes you have to break your vow to keep your promise.
258,The Media Made Them Superstars.
259,A love story written in the stars.
260,"A family in crisis, a life in chaos... Nothing is more powerful than a mother's love."
261,Passion. Seduction. Betrayal. Lily wanted to be just like Ivy.
262,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.
263,"If you want a job done well, hire a professional."
264,"On the way to finding a family, she found love."
265,
266,Just because you are a character doesn't mean you have character.
267,"In a world of rituals, in a place of secrets, a man must choose between keeping the faith and exposing the truth."
268,Fifty million people watched but no one saw a thing.
269,
270,
271,Think you are quick enough?
272,
273,"At the world's hottest fashion show, there's been a murder and now everyone's a suspect. If you've got something to hide, you'll need something to wear."
274,
275,
276,
277,
278,
279,An enchanting classic destined to capture your heart and free your spirit.
280,Between land and sea there is a place where myths are real.
281,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.
282,It will take you a million light years from home. But will it bring you back?
283,What if your dad was Santa Claus?
284,Fear can hold you prisoner. Hope can set you free.
285,The award winning thriller that'll bury you with laughs.
286,A thriller where nothing is black and white.
287,
288,Life is not a movie
289,We're all just . . . The Sum of Us.
290,Stupid tricks. Outrageous chaos. Total destruction. They're taking it on the road.
291,
292,"In 2033, justice rides a tank and wears lip gloss."
293,Ready for your deadtime story?
294,Boldly go.
295,Chill or be Chilled
296,"For better, for worse, forever."
297,Beware the Children
298,"If at first you don't succeed, lower your standards."
299,
300,"For passion, betrayal and murder... there's still no place like home."
301,Surviving the streets was just a rehearsal.
302,A film about the love you find...In the last place you look.
303,Justice needs a new program.
304,A story about love at second sight.
305,
306,You've got one life to live. What's it gonna be?
307,Success is the best revenge.
308,Friends Forever
309,"He's the best there is! (Actually, he's the only one there is.)"
310,She's back... Looking as gorgeous and outrageous as ever in a brand new frock.
311,
312,A kinky voyage with a full head of steam.
313,
314,The war of drugs would lead him to the war of power.
315,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.
316,
317,
318,Real love is forever.
319,Everyone hated this baseball legend. And he loved it.
320,Yabba-Dabba-Doo!
321,"The world will never be the same, once you've seen it through the eyes of Forrest Gump."
322,Five good reasons to stay single.
323,
324,Romance Was Never More Dangerous!
325,A cop. A waitress. A lottery ticket.
326,
327,
328,Life's greatest adventure is finding your place in the Circle of Life.
329,A magical journey to a place where the past and present meet
330,"One, Two, Freddy's coming for you..."
331,From zero to hero.
332,"In their hands, a deck of cards was the only thing more dangerous than a gun."
333,"New York in the 1920's. The only place to be was the Algonquin, and the only person to know was Dorothy Parker."
334,"A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!"
335,"A behind-the-lines look at work, marriage and other forms of combat."
336,A comedy about love in the '90s
337,Where nothing is as it seems.
338,An adventure so big... even the world's richest kid can't afford to miss it!
339,Life's best journeys take you home
340,The vacation is over
341,Get ready for rush hour
342,There are two sides to every relationship... Don't trust either of them.
343,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.
344,"When he said I do, he never said what he did."
345,Through the good times. Through the bad times. When a Man Loves a Woman it's for all times.
346,The animal is out.
347,The epic story of love and adventure in a lawless land.
348,Bribery. Blackmail. Murder. Specialities of the house.
349,He's armed and dangerously funny.
350,"3 Tales of Love, Lust, & Liberation"
351,
352,Go-Go For a Wild Ride With the ACTION GIRLS!
353,Love is courage.
354,A nursery crime of epic proportions...
355,The fight to save the world is on!
356,Love is the deadliest illusion.
357,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one."
358,Lived Any Good Books Lately?
359,Hang on for the ride of your life!
360,Some games you play. Some games play you.
361,The Family Just Got A Little Stranger
362,In a world of tradition. In an age of innocence. They dared to break the rules.
363,The amps are on but nobody's home.
364,
365,"They're on the look out for thrills, action and adventure."
366,It was a dangerous time to be a woman. And a good time to have friends.
367,Americans. Anti Americans. In Love.
368,"For Hector, history has a way of repeating itself."
369,The day they moved in... Beverly Hills moved out.
370,
371,
372,"What you can't see, can kill you."
373,5. 4. 3. 2. 1......Time's Up.
374,
375,"In a world of secrets, love is the most powerful weapon."
376,Imagine... you're gone and someone else is living inside your body.
377,"Beyond love, beyond obsession, there hides something beyond reason."
378,"One man lives in the neighborhood, another man owns it."
379,"He's Setting Sail On The High Seas... Without A Rudder, A Compass, Or A Clue!"
380,He's got a good future if he can live past next week.
381,
382,
383,The height of adventure.
384,Young ones! Parental units! We summon you!
385,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night."
386,
387,
388,TURBULENCE REDEMPTION HOLLYWOOD
389,"In a country where anybody can become President, anybody just did."
390,See it with a bud.
391,The 21st Century's most dangerous cop. The 21st Century's most ruthless criminal.
392,
393,
394,"Sex, murder and revenge were never this funny."
395,
396,Two Women. Three Men. One Secret.
397,Some people are afraid of nothing.
398,The First Drive-By Comedy
399,"If you want a degree go to Harvard, If you want an education go to Simon Wilder."
400,Evil is patient
401,
402,He thought there was nothing as seductive as money. He was wrong.
403,Power can be murder to resist.
404,How far would you go for a friend?
405,
406,A murdered wife. A one-armed man. An obsessed detective. The chase begins.
407,A Warrior. A Leader. A Legend.
408,
409,"..He's not getting mad, he's Getting Even With Dad."
410,The girl is out there
411,"She's finally met her match. He's handsome, wealthy, seductive. A Real Lady Killer!"
412,Don't hunt what you can't kill.
413,An amazing true story of survival.
414,Just deux it.
415,"Sex, Lies and Fantasies... Unrated!"
416,
417,
418,This bachelor party's gonna' bring down the house!
419,They took him for a fall guy... but he threw them for a hoop.
420,
421,"Sleep tight, America! The safety of the free world rests in his hands!"
422,An assassin on the loose. A president in danger. Only one man stands between them...
423,Falsely accused. Wrongly imprisoned. He fought for justice to clear his father's name.
424,Summer's Never Been So Much Fun!
425,Who needs a heart when a heart can be broken?
426,Don't move. Don't whisper. Don't even breathe.
427,An adventure 65 million years in the making.
428,Fear never travels alone.
429,
430,"When the world turns upside down, the trick is coming out on top."
431,Best Friends Are Forever
432,This isn't the movies anymore.
433,He's a talent agent. She's a thief. Looks like they've already got something in common.
434,
435,
436,"At the sperm-bank she asked for a tall, intelligent, black man. One out of three ain't bad."
437,Her doctor wasn't playing God. He thought he was God.
438,A fatherless boy had almost given up all his dreams... until one man believed in him enough to make them come true.
439,Keaton & Allen reunited for fun flick!
440,This is the truth. This is what's real.
441,Fasten your seat belts
442,
443,
444,Romance. Mischief. Seduction. Revenge. Remarkable.
445,Everything That Makes Him Dangerous Makes Her Love Him More
446,Sometimes love is a stranger. And sometimes it's someone you've known all your life.
447,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.
448,
449,Who says the good guy has to be a guy?
450,No Guards. No Walls.
451,A family comedy that appeals to the child in everyone.
452,
453,
454,No one would take on his case... until one man was willing to take on the system.
455,
456,A Street Romance.
457,From Different Worlds They Come To Prove Themselves In The Gritty World of College Football.
458,Trust No One
459,"At station WBN, the hits just keep on coming."
460,They might be his hostages but what they're doing to this guy is criminal.
461,Diamond in the Rough
462,"One Man's Mission To Teach The Few, The Proud... The Impossible!"
463,A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.
464,A comedy of the heart and other organs.
465,He's back to lay down the law.
466,"The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?"
467,The story of a cop who wanted it bad and got it worse.
468,Give Him Smack In Head Special ...
469,A woman's search for herself.
470,"It's not the size of the dog in the fight, It's the size of the fight in the dog."
471,
472,"Whoever saves one life, saves the world entire."
473,He was praying for a miracle. What he got was Steve Nebraska.
474,Every journey begins with a single move.
475,"The timeless tale of a special place where magic, hope and love grow."
476,"Every Mom Wants to Be Wanted, But Not For Murder One!"
477,The Shadow Knows!
478,
479,Short Cuts raises the roof on America.
480,A twist of fate brought them something wonderful... Each other!
481,"In the 1930s, an artist and his models scandalized a nation with their controversial paintings. For a young couple, meeting them was the experience of a lifetime."
482,"For Paul, every person is a new door to a new world."
483,"What if someone you never met, someone you never saw, someone you never knew was the only someone for you?"
484,You like to watch... don't you?
485,Man has made his match... now it's his problem.
486,He's a relative nightmare.
487,The honeymoon was killer.
488,"They shouldn't have put him in the water, if they didn't want him to make waves."
489,This Ain't No Game.
490,The ultimate manhunt.
491,It's not the fall that kills you...
492,The sound of genius.
493,One girl. Two guys. Three possibilities.
494,A ghoulish tale with wicked humor & stunning animation.
495,All for one and one for all!
496,Justice is coming.
497,"For one juror, the question of guilt or innocence is a matter of life or death... her own."
498,"Stealing, Cheating, Killing. Who said romance was dead?"
499,They Changed The Way Campaigns Are Won
500,All The Adventure Your Imagination Can Hold.
501,
502,You only hurt the one you love.
503,Not all girls want to play with dolls.
504,Who needs God and Heaven? We can change this lousy world.
505,It was supposed to be a routine prisoner transfer. But this was no ordinary prisoner.
506,
507,
508,
509,Major League is about to experience a minor problem . . . . . . he's 12-years-old.
510,
511,"Ciao, Professore!"
512,A gripping comedy about letting go.
513,Mischief loves company
514,The greatest adventure is finding your way home.
515,She was everything they dreamed of... And nothing they expected.
516,
517,
518,
519,A Family Comedy Without the Family.
520,A love that will last forever.
521,Wish granted!
522,It's nothing personal.
523,Inside everyone is a frontier waiting to be discovered.
524,Have you ever danced with the devil in the pale moonlight?
525,To enter the mind of a killer she must challenge the mind of a madman.
526,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year."
527,The most beautiful love story ever told.
528,For anyone who has ever wished upon a star.
529,Who knew it was so much fun to be a hooker?
530,"If you only want to spend two hours in a movie theatre and go home and forget it, stay away from THE WILD BUNCH."
531,This is one jagged twisting ride you'll never forget.
532,
533,She was having a perfectly bad day... Then he came along and spoiled it.
534,Evil comes when you call his name.
535,A lot can happen in the middle of nowhere.
536,Your favorite talking animals are back!
537,A Step Beyond Science Fiction
538,"This year, the past, the present and the future will all meet at the crossroads of hell."
539,Something magical is about to unfold in the most unexpected place.
540,The passionate tale of forbidden secrets!
541,
542,You'll Laugh Till Your Heart Breaks
543,A tune-filled animated extravaganza.
544,Every woman has a secret...
545,Minor league. Major friendship.
546,"In this battle, there can be no winners"
547,
548,"When you play, you pay."
549,Love... Sex... Life... Death. In this house it's all on the table.
550,"Sooner or later, a man who wears two faces forgets which one is real."
551,A story of first loves and last chances.
552,Heaven help us! Look who's back in the adventure of 2 lifetimes.
553,The fight against fascism begins with the fight against Stalinism.
554,"A hilarious heart-ringing fable about life, love and hangups."
555,"With family, everything is relative."
556,All he ever wanted was an honest week's pay for an honest day's work.
557,"She's not proper, she's not fitting, she's not British, but to Jack she's a breath of fresh air."
558,"A fresh, sassy and sexy comedy!"
559,Two women. One man. The combination can be murder.
560,A medal for honor. A search for justice. A battle for truth.
561,Expect the Impossible.
562,The remarkable story of one woman's unbreakable spirit.
563,
564,You will believe.
565,The newest coach in the NBA has got the Knicks right where she wants them.
566,Passion at ten. Envy at eleven. Murder at noon.
567,Adventures this big don't grow on trees.
568,Together forever. Or else.
569,Shove this up your mind
570,"A comedy about a wife, her husband and his hit man."
571,
572,"Caught between honor and revenge, how far will one man go..."
573,
574,
575,Every year Hollywood makes hundreds of movies. This is one of them.
576,Get ready to jam.
577,See Barbarella do her thing!
578,
579,An unforgettable romance
580,Suddenly the word is Alphaville... and a secret agent is in a breathless race against the Masters of the Future.
581,
582,
583,
584,A Top-Secret Mission Of Gigantic Proportions!
585,"A love, a hope, a wall."
586,"A love, a hope, a wall."
587,The story of a girl who is going from filthy to rich
588,Part man. Part machine. Total weapon.
589,
590,Trust no one.
591,
592,"Just when she met the man of her dreams, along came her husband to ruin everything."
593,"In 1939, Elena went to Paris searching for her voice as a writer. What she found was her voice as a woman."
594,For everyone on the outside looking in... your moment has arrived!
595,
596,No one stays innocent forever.
597,Go the distance
598,
599,"This isn't America, this is Los Angeles."
600,Brian's about to discover the woman he loves isn't the woman he loves.
601,The first Disney movie with attitude.
602,"If you can't beat 'em, steal him."
603,This summer it's finally safe to go back in the water.
604,No one can survive becoming a legend.
605,
606,They Weren't Born Yesterday!
607,"Sometimes to get more out of life, you have to make more of yourself."
608,Can your MIND stand the SHOCKING TRUTH?
609,Welcome to the witching hour.
610,If you can't find the perfect contender....make one.
611,Sometimes justice is a crime
612,She discovered a new branch of her family tree... the one with all the nuts.
613,"For an ex-cop obsessed with an unsolved murder, trusting the wrong woman could be a deadly choice."
614,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.
615,"Zombies, guns, and sex, OH MY!!!"
616,The Dark Side of Nature.
617,Don't call me babe!
618,It found a voice... Now it needs a body.
619,Let the curse fit the crime.
620,All the action. All the women. Half the intelligence.
621,From the Oscar-winning creator of A Grand Day Out and The Wrong Trousers.
622,
623,As American as apple pie and twice as smart.
624,The greatest danger facing our world has been the planet's best kept secret... until now.
625,The hot-line suspense comedy
626,
627,Some friendships are worth a fortune
628,Famed Spectacular Adventure Story Filmed Against Authentic Backgrounds in Mystic India The Greatest Spy Thriller of Them All!
629,
630,
631,The story of The Vietnam Veterans Memorial and its inspiring creator.
632,
633,Slam Evil!
634,Some People Get Into Trouble No Matter What They WEAR.
635,
636,Jack Powell is about to tackle his biggest adventure ever... the fifth grade!
637,You only get one shot at fame.
638,Love is a chain of love... as nature is a chain of life.
639,The ultimate orgy of evil
640,Choose life.
641,
642,Earth. Take a good look. It might be your last.
643,The most beautiful place to be is in love.
644,All fans have a favorite player.  This one has a favorite target.
645,
646,There's no such thing as free cable.
647,You wouldn't want to meet these pinheads in an alley.
648,He will erase your past to protect your future.
649,
650,"Inside Sherman Klump, a party animal is about to break out."
651,
652,No air. No escape. No time.
653,No Rest for the Wicked.
654,John Sayles invites you to return to the scene of the crime.
655,On your case!
656,Some things in life just can't be explained.
657,A movie for everyone who wants to get married and stay single at the same time.
658,A romantic comedy about two brothers... and the one thing that came between them.
659,Experience a time you'll never forget.
660,They had a plan. It wasn't worth a nickle.
661,A missing father. A desperate search. An unforgettable adventure.
662,See how they run.
663,The world's most powerful genie has just met his match
664,He's got 5 days to go coast-to-coast. (There's just one BIG problem.)
665,Obsesssion Can Be Murder
666,The more everything changes the more they stay the same.
667,Torrid!...Tantalizing!...Tempestuous!...
668,
669,A new angle on the classic tale... And that's no lie!
670,Sex Bugs Rock 'n Roll
671,Don't get mad. Get everything.
672,The fight for the right to love
673,Someone is going to pay.
674,A Dangerous Mind is a terrible thing to waste
675,Ain't nothin' but a g-string.
676,It took them 17 years to learn the rules. And one week to break them all.
677,Reaction Time 8-4-96
678,A little magic goes a long way.
679,Cupid is armed and dangerous!
680,Believe in the power of another
681,There's More Than One Way To Keep A Marriage Together...
682,
683,
684,
685,
686,
687,"To a town with no future, comes a girl with a past."
688,Snake Is Back.
689,
690,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History."
691,Golf Pro. Love Amateur.
692,
693,An offer you can't refuse.
694,"There's never a cop around when you need one, but when this cop's around, all you need is one."
695,
696,
697,You are now entering Tongland
698,"In their world, you can't buy freedom, but you can steal it."
699,A dad in a hurry. A man on the run. And five kids with an attitude.
700,"Kansas City, 1934. Anything could happen here. One night it did."
701,Even the fish are laughing!
702,
703,The Most Dangerous Man Alive Is A Man With Nothing To Lose
704,Only One Force Can Stop This Crime Wave....And She's One Tough Cop!
705,The Next Evolution In Terror.
706,The gates of hell are unlocked.
707,He's young. He's wild. He's fun. And he's the one protecting the president's son.
708,"When Nothing Works, Anything Goes."
709,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid."
710,Tough cop. Hostile witness.
711,
712,
713,Haddonfield is ready to celebrate Halloween.... so is Michael Myers!
714,
715,The truth is more shocking than the uniform he wears... HE WAS AN AMERICAN SPY.
716,
717,Thunderous! Tender! Touching!
718,Broadway's howling year-run comedy hit of the snooty society beauty who slipped and fell - IN LOVE!
719,What a Glorious Feeling!
720,What a joy! It's M-G-M's Technicolor musical!
721,'S Wonderful! 'S Marvelous!
722,"Audrey Hepburn plays that daring, darling Holly Golightly to a new high in entertainment delight!"
723,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!
724,It only takes one witness to spoil the perfect crime.
725,TOGETHER... for the first time
726,Strange drama of a captive sweetheart!
727,The King and Queen of 'Carioca'
728,It's a deadly game of 'tag' and Cary Grant is 'it'...
729,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!"
730,The movie too HOT for words!
731,Is anyone really who they seem to be?
732,They had a date with fate in Casablanca!
733,A story as EXPLOSIVE as his BLAZING automatics!
734,The loverliest motion picture of them all!
735,...the chauffeur's daughter who learned her stuff in Paris
736,Romance in romantic Rome!
737,A great classic comes to life in glorious Technicolor!
738,M·G·M's glorious love story with music!
739,"We're off to see the Wizard, the wonderful Wizard of Oz!"
740,The greatest romance of all time!
741,
742,A Hollywood Story
743,It's Terrific!
744,An epic drama of adventure and exploration
745,It's all about women... and their men!
746,It's all about men!
747,The shadow of this woman darkened their love.
748,The thrill spectacle of the year!
749,Notorious woman of affairs... Adventurous man of the world
750,The maddest love that ever possessed a woman.
751,In Italy... on the Mediterranean... across an ocean... and all over New York!
752,WANTED by the police in all the luxury-spots of Europe!... A catch for any woman!
753,You're invited . . . to a hilarious wedding !
754,Get Aboard!
755,Greta Garbo laughs!
756,Love is a game any number can play... especially in the afternoon...
757,Thank heaven for Gigi
758,MGM presents the Comedy-Romance in luscious COLOR!
759,Excitement...Danger...Suspense...as this classic adventure story sweeps across the screen!
760,
761,The story of a love that became the most fearful thing that ever happened to a woman!
762,THE SPIRIT... so willing! THE FLESH... so weak! THE ROMANCE... so wonderful!
763,At Last ! . . . The Masterpiece Of America's Foremost Film Genius Blazes To The Screen !
764,They're Dancing Cheek-To-Cheek Again!
765,
766,
767,The legendary epic that's as big as Texas.
768,Of what a girl did . . . what a boy did ... of ecstasy and revenge!
769,A laugh tops every thrilling moment!
770,She learned about men from him!
771,"It's a wonderful world, if you'll only take the time to go around it!"
772,It's a wonderful laugh! It's a wonderful love!
773,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!"
774,"And so begins the hilarious adventure of Professor David Huxley and Miss Susan Vance, a flutter-brained vixen with love in her heart!"
775,"""Remember the tune they were singing the night we fell in love?..."""
776,
777,With an ANGEL on his shoulder... And the DEVIL in his heart!
778,
779,Sensational Human Drama!
780,A new comedy kayo from Warner Bros.
